video_id,video_title,publish_time,viewCount,likeCount,commentCount,duration
12OAr0lt4bk,Rufus Griscom and Alisa Volkman: It&#39;s time to explode 4 taboos of parenting,2010-12-16,148209,1078,175,0 days 00:17:39
AWPrOvzzqZk,Susan Etlinger: What do we do with all this big data?,2014-10-20,128958,978,83,0 days 00:12:28
-guHd9Zrbn4,&quot;Iyeza&quot; / &quot;Zabalaza&quot; | Thandiswa Mazwai,2018-06-02,127333,2316,299,0 days 00:10:48
7ErKuXByRto,Climate change is becoming a problem you can taste | Amanda Little,2020-11-17,93373,3237,690,0 days 00:12:17
KNXOVpN8Wgg,Roger Ebert: Remaking my voice,2011-04-14,176638,1988,716,0 days 00:19:30
QPC5_P2_Fu8,Can we stop climate change by removing CO2 from the air? | Tim Kruger,2017-11-21,249290,4893,1416,0 days 00:08:57
OzA6jRYjVQs,A global food crisis may be less than a decade away | Sara Menker,2017-10-26,235848,3759,1064,0 days 00:17:34
VdqnAhNrqPU,Uğur Şahin and Özlem Türeci: Meet the scientist couple driving an mRNA vaccine revolution | TED,2021-08-03,162408,5011,865,0 days 00:24:55
3wxBTEo8-T8,4 larger-than-life lessons from soap operas | Kate Adams,2017-01-03,133528,2482,120,0 days 00:12:28
jiUKpX09zo4,How state budgets are breaking US schools | Bill Gates,2011-03-05,164650,1536,460,0 days 00:10:47
8atXMqZ_w0M,The fight for civil rights and freedom | John Lewis and Bryan Stevenson,2020-07-20,333219,3539,208,0 days 00:23:47
MLU7qcMYKO8,Joel Levine: Why we need to go back to Mars,2010-03-25,70875,921,277,0 days 00:16:43
mGbMwP8MDjg,How judges can show respect | Victoria Pratt,2017-12-01,68542,1908,221,0 days 00:16:04
cI9vSC1eQ18,Andrew Connolly: What&#39;s the next window into our universe?,2014-09-16,82948,1342,62,0 days 00:17:44
7nZqiPLCvM4,Vincent Moon and Nana Vasconcelos: The world’s hidden music rituals,2014-11-14,77281,805,71,0 days 00:24:18
Bo8YN3oB0Cw,What we don&#39;t know about mother&#39;s milk | Katie Hinde,2017-04-19,110598,2179,296,0 days 00:10:00
dDClQv1SeeE,How nationalism and globalism can coexist | Wanis Kabbaj,2018-11-13,104520,3306,674,0 days 00:12:55
Q-sK-s_TzN0,A human-robot dance duet | Huang Yi &amp; KUKA,2017-11-13,186780,2788,252,0 days 00:04:44
0CVn-Rdnexw,The joy of taking out the trash | Aparna Nancherla,2020-12-30,78024,1924,156,0 days 00:03:25
DM1_DV_Fhc4,An Internet Without Screens Might Look Like This | Tom Uglow | TED Talks,2015-11-13,158023,1973,185,0 days 00:08:24
SN7wO06Yz1E,"Julie Taymor: Spider-Man, The Lion King and life on the creative edge",2013-07-31,146084,1344,115,0 days 00:18:29
oIZDtqWX6Fk,The lie that invented racism | John Biewen,2020-11-01,445278,15360,4113,0 days 00:18:22
AgMOJC5R4F8,Chris Kluwe: How augmented reality will change sports ... and build empathy,2014-05-22,123222,1269,165,0 days 00:09:12
5UH7uTpTa44,How fake handbags fund terrorism and organized crime | Alastair Gray,2018-01-02,147995,3253,352,0 days 00:12:03
8NSQYO2es3U,Climate change will displace millions. Here&#39;s how we prepare | Colette Pichon Battle,2020-01-30,119281,2912,794,0 days 00:12:48
twWkGt33X_k,"How we can build AI to help humans, not hurt us | Margaret Mitchell",2018-03-12,76338,1232,229,0 days 00:09:57
pGJjScfG8h4,Why there&#39;s no such thing as objective reality | Greg Anderson,2021-03-19,88552,2964,680,0 days 00:16:23
laxxj3hQWZA,Patricia Burchat: Shedding light on dark matter,2008-08-25,73967,642,136,0 days 00:16:41
WfjzkO6_DEI,Let&#39;s end ageism | Ashton Applewhite,2017-08-23,186733,3683,476,0 days 00:11:38
3PmqknYmY9Q,"How to come out at work, about anything | The Way We Work, a TED series",2020-11-30,148378,1182,191,0 days 00:06:05
Xe8fIjxicoo,How we must respond to the coronavirus pandemic | Bill Gates,2020-03-25,4849100,73944,17456,0 days 00:51:51
hfznpykprP0,The powerful stories that shaped Africa | Gus Casely-Hayford,2017-11-10,68890,952,215,0 days 00:19:55
CVPl8jRaAqM,Why it&#39;s so hard to talk about the N-word | Elizabeth Stordeur Pryor,2020-04-16,78849,2114,630,0 days 00:19:22
pnKhVpgcmFc,&quot;Wild Women&quot; | Sunni Patterson,2018-09-21,66166,2457,398,0 days 00:04:37
wMt0K-AbpCU,The power of women&#39;s anger | Soraya Chemaly,2019-02-28,159885,5276,302,0 days 00:11:44
lwcvhh4pLjE,A queer vision of love and marriage | Tiq Milan and Kim Katrin Milan,2017-01-04,210789,4813,790,0 days 00:17:08
cmlRinjYKfM,Liza Donnelly: Drawing upon humor for change,2011-01-27,89654,521,124,0 days 00:09:53
x95nwilkaio,A little-told tale of sex and sensuality | Shereen El Feki,2014-01-22,304748,2522,251,0 days 00:16:11
IL2lb9fmIV8,The deadly legacy of cluster bombs | Laura Boushnak,2016-09-15,84443,1013,156,0 days 00:11:37
MEHU2gp1wtg,Intimate photos of a senior love triangle | Isadora Kosofsky,2018-10-19,72422,1294,199,0 days 00:05:22
bUytVW_0C2Q,Candis Watts Smith: 3 myths about racism that keep the US from progress | TED,2021-08-13,,,,0 days 00:10:26
lh4d1fjzfNA,Is it really that bad to marry my cousin? | Am I Normal? with Mona Chalabi,2021-11-30,67745,1650,461,0 days 00:03:05
hokUdXYRe2Q,The real reason female entrepreneurs get less funding | Dana Kanze,2019-01-17,104892,2891,248,0 days 00:14:49
yue6t5UmP4o,Inside the fight against Russia&#39;s fake news empire | Olga Yurkova,2018-06-29,79124,2394,594,0 days 00:05:17
k12j-E1LsUU,3 ways to be a better ally in the workplace | Melinda Epler,2018-10-25,148870,1856,309,0 days 00:09:38
AhUhpfKeLus,This is what democracy looks like | Anthony D. Romero,2017-05-24,92096,2000,225,0 days 00:12:49
BzeTjn0R2VY,What we can do about the culture of hate | Sally Kohn,2018-04-11,131886,3537,596,0 days 00:17:47
ZlSzEw0vmQ0,Lizzo: The Black history of twerking -- and how it taught me self-love | TED,2021-09-30,202426,6269,2370,0 days 00:13:51
Bb7kz1THJPU,"Go ahead, dream about the future | Charlie Jane Anders",2020-04-20,85560,2411,470,0 days 00:11:56
kvdHqS3ryw0,How to get serious about diversity and inclusion in the workplace | Janet Stovall,2018-09-13,267958,3928,1040,0 days 00:11:05
XiDAztWWAuM,A highly scientific taxonomy of haters | Negin Farsad,2016-07-05,155987,3262,1349,0 days 00:08:06
C6yUKhotEf0,Why better sleep means a better sex life | Sleeping With Science,2021-11-10,173369,3667,85,0 days 00:02:13
W59CV66z9lQ,Sarah Kurnick: &quot;Aliens built the pyramids&quot; and other absurdities of pseudo-archaeology | TED,2021-03-18,276070,7398,4751,0 days 00:12:08
_ZW-8-NCKMw,Your smartphone is a civil rights issue | Christopher Soghoian,2016-11-23,164854,2226,632,0 days 00:07:45
R9XKRR7aKHI,The story we tell about millennials -- and who we leave out | Reniqua Allen,2019-07-29,85232,1408,389,0 days 00:11:29
Ie9cACQnqew,Why you should be a climate activist | Luisa Neubauer,2019-10-04,80966,2940,1163,0 days 00:17:44
vw5HJhIlJp4,"Gayle Tzemach Lemmon: Women entrepreneurs, example not exception",2012-01-27,78354,819,271,0 days 00:13:17
g7F9XCdeOtw,Why black girls are targeted for punishment at school -- and how to change that | Monique W. Morris,2019-02-05,86311,2548,310,0 days 00:12:46
